impl,grid_size,num_thread,seconds
seq,2048,16,3.95444
seq,2048,32,3.95444
seq,2048,1,4.001348
seq,2048,2,4.001348
seq,2048,4,4.001348
seq,2048,8,4.001348
seq,2048,16,4.001348
seq,2048,32,4.001348
seq,2048,1,4.051896
seq,2048,2,4.051896
seq,2048,4,4.051896
seq,2048,8,4.051896
seq,2048,16,4.051896
seq,2048,32,4.051896
seq,2048,1,4.002044
seq,2048,2,4.002044
seq,2048,4,4.002044
seq,2048,8,4.002044
seq,2048,16,4.002044
seq,2048,32,4.002044
seq,2048,1,3.980373
seq,2048,2,3.980373
seq,2048,4,3.980373
seq,2048,8,3.980373
seq,2048,16,3.980373
seq,2048,32,3.980373
seq,2048,1,4.014948
seq,2048,2,4.014948
seq,2048,4,4.014948
seq,2048,8,4.014948
seq,2048,16,4.014948
seq,2048,32,4.014948
seq,2048,1,3.963054
seq,2048,2,3.963054
seq,2048,4,3.963054
seq,2048,8,3.963054
seq,2048,16,3.963054
seq,2048,32,3.963054
seq,2048,1,3.953365
seq,2048,2,3.953365
seq,2048,4,3.953365
seq,2048,8,3.953365
seq,2048,16,3.953365
seq,2048,32,3.953365
seq,2048,1,3.951509
seq,2048,2,3.951509
seq,2048,4,3.951509
seq,2048,8,3.951509
seq,2048,16,3.951509
seq,2048,32,3.951509
seq,2048,1,3.952805
seq,2048,2,3.952805
seq,2048,4,3.952805
seq,2048,8,3.952805
seq,2048,16,3.952805
seq,2048,32,3.952805
seq,2048,1,3.953134
seq,2048,2,3.953134
seq,2048,4,3.953134
seq,2048,8,3.953134
seq,2048,16,3.953134
seq,2048,32,3.953134
seq,2048,1,3.955824
seq,2048,2,3.955824
seq,2048,4,3.955824
seq,2048,8,3.955824
seq,2048,16,3.955824
seq,2048,32,3.955824
seq,2048,1,3.943395
seq,2048,2,3.943395
seq,2048,4,3.943395
seq,2048,8,3.943395
seq,2048,16,3.943395
seq,2048,32,3.943395
seq,2048,1,3.949427
seq,2048,2,3.949427
seq,2048,4,3.949427
seq,2048,8,3.949427
seq,2048,16,3.949427
seq,2048,32,3.949427
seq,2048,1,3.95283
seq,2048,2,3.95283
seq,2048,4,3.95283
seq,2048,8,3.95283
seq,2048,16,3.95283
seq,2048,32,3.95283
seq,2048,1,3.958838
seq,2048,2,3.958838
seq,2048,4,3.958838
seq,2048,8,3.958838
seq,2048,16,3.958838
seq,2048,32,3.958838
seq,2048,1,3.955559
seq,2048,2,3.955559
seq,2048,4,3.955559
seq,2048,8,3.955559
seq,2048,16,3.955559
seq,2048,32,3.955559
seq,2048,1,3.945922
seq,2048,2,3.945922
seq,2048,4,3.945922
seq,2048,8,3.945922
seq,2048,16,3.945922
seq,2048,32,3.945922
seq,2048,1,3.958944
seq,2048,2,3.958944
seq,2048,4,3.958944
seq,2048,8,3.958944
seq,2048,16,3.958944
seq,2048,32,3.958944
seq,2048,1,3.952348
seq,2048,2,3.952348
seq,2048,4,3.952348
seq,2048,8,3.952348
seq,2048,16,3.952348
seq,2048,32,3.952348
seq,2048,1,3.948672
seq,2048,2,3.948672
seq,2048,4,3.948672
seq,2048,8,3.948672
seq,2048,16,3.948672
seq,2048,32,3.948672
seq,2048,1,3.946764
seq,2048,2,3.946764
seq,2048,4,3.946764
seq,2048,8,3.946764
seq,2048,16,3.946764
seq,2048,32,3.946764
seq,4096,1,15.774654
seq,4096,2,15.774654
seq,4096,4,15.774654
seq,4096,8,15.774654
seq,4096,16,15.774654
seq,4096,32,15.774654
seq,4096,1,15.782294
seq,4096,2,15.782294
seq,4096,4,15.782294
seq,4096,8,15.782294
seq,4096,16,15.782294
seq,4096,32,15.782294
seq,4096,1,15.784915
seq,4096,2,15.784915
seq,4096,4,15.784915
seq,4096,8,15.784915
seq,4096,16,15.784915
seq,4096,32,15.784915
seq,4096,1,15.774258
seq,4096,2,15.774258
seq,4096,4,15.774258
seq,4096,8,15.774258
seq,4096,16,15.774258
seq,4096,32,15.774258
seq,4096,1,15.796163
seq,4096,2,15.796163
seq,4096,4,15.796163
seq,4096,8,15.796163
seq,4096,16,15.796163
seq,4096,32,15.796163
seq,4096,1,15.778647
seq,4096,2,15.778647
seq,4096,4,15.778647
seq,4096,8,15.778647
seq,4096,16,15.778647
seq,4096,32,15.778647
seq,4096,1,15.788822
seq,4096,2,15.788822
seq,4096,4,15.788822
seq,4096,8,15.788822
seq,4096,16,15.788822
seq,4096,32,15.788822
seq,4096,1,15.771996
seq,4096,2,15.771996
seq,4096,4,15.771996
seq,4096,8,15.771996
seq,4096,16,15.771996
seq,4096,32,15.771996
seq,4096,1,15.783576
seq,4096,2,15.783576
seq,4096,4,15.783576
seq,4096,8,15.783576
seq,4096,16,15.783576
seq,4096,32,15.783576
seq,4096,1,15.771001
seq,4096,2,15.771001
seq,4096,4,15.771001
seq,4096,8,15.771001
seq,4096,16,15.771001
seq,4096,32,15.771001
seq,4096,1,15.789257
seq,4096,2,15.789257
seq,4096,4,15.789257
seq,4096,8,15.789257
seq,4096,16,15.789257
seq,4096,32,15.789257
seq,4096,1,15.773789
seq,4096,2,15.773789
seq,4096,4,15.773789
seq,4096,8,15.773789
seq,4096,16,15.773789
seq,4096,32,15.773789
seq,4096,1,15.784823
seq,4096,2,15.784823
seq,4096,4,15.784823
seq,4096,8,15.784823
seq,4096,16,15.784823
seq,4096,32,15.784823
seq,4096,1,15.774511
seq,4096,2,15.774511
seq,4096,4,15.774511
seq,4096,8,15.774511
seq,4096,16,15.774511
seq,4096,32,15.774511
seq,4096,1,15.897499
seq,4096,2,15.897499
seq,4096,4,15.897499
seq,4096,8,15.897499
seq,4096,16,15.897499
seq,4096,32,15.897499
seq,4096,1,15.777976
seq,4096,2,15.777976
seq,4096,4,15.777976
seq,4096,8,15.777976
seq,4096,16,15.777976
seq,4096,32,15.777976
seq,4096,1,15.788531
seq,4096,2,15.788531
seq,4096,4,15.788531
seq,4096,8,15.788531
seq,4096,16,15.788531
seq,4096,32,15.788531
seq,4096,1,15.789766
seq,4096,2,15.789766
seq,4096,4,15.789766
seq,4096,8,15.789766
seq,4096,16,15.789766
seq,4096,32,15.789766
seq,4096,1,15.791323
seq,4096,2,15.791323
seq,4096,4,15.791323
seq,4096,8,15.791323
seq,4096,16,15.791323
seq,4096,32,15.791323
seq,4096,1,15.774873
seq,4096,2,15.774873
seq,4096,4,15.774873
seq,4096,8,15.774873
seq,4096,16,15.774873
seq,4096,32,15.774873
seq,4096,1,15.789299
seq,4096,2,15.789299
seq,4096,4,15.789299
seq,4096,8,15.789299
seq,4096,16,15.789299
seq,4096,32,15.789299
seq,4096,1,15.777935
seq,4096,2,15.777935
seq,4096,4,15.777935
seq,4096,8,15.777935
seq,4096,16,15.777935
seq,4096,32,15.777935
seq,4096,1,15.778086
seq,4096,2,15.778086
seq,4096,4,15.778086
seq,4096,8,15.778086
seq,4096,16,15.778086
seq,4096,32,15.778086
seq,4096,1,15.787414
seq,4096,2,15.787414
seq,4096,4,15.787414
seq,4096,8,15.787414
seq,4096,16,15.787414
seq,4096,32,15.787414
seq,4096,1,15.785396
seq,4096,2,15.785396
seq,4096,4,15.785396
seq,4096,8,15.785396
seq,4096,16,15.785396
seq,4096,32,15.785396
seq,4096,1,15.788177
seq,4096,2,15.788177
seq,4096,4,15.788177
seq,4096,8,15.788177
seq,4096,16,15.788177
seq,4096,32,15.788177
seq,4096,1,15.77262
seq,4096,2,15.77262
seq,4096,4,15.77262
seq,4096,8,15.77262
seq,4096,16,15.77262
seq,4096,32,15.77262
seq,4096,1,15.789477
seq,4096,2,15.789477
seq,4096,4,15.789477
seq,4096,8,15.789477
seq,4096,16,15.789477
seq,4096,32,15.789477
seq,4096,1,15.77378
seq,4096,2,15.77378
seq,4096,4,15.77378
seq,4096,8,15.77378
seq,4096,16,15.77378
seq,4096,32,15.77378
seq,4096,1,15.790606
seq,4096,2,15.790606
seq,4096,4,15.790606
seq,4096,8,15.790606
seq,4096,16,15.790606
seq,4096,32,15.790606
omp,32,1,0.001109
omp,32,1,0.002067
omp,32,1,0.00109
omp,32,1,0.001564
omp,32,1,0.001034
omp,32,1,0.002308
omp,32,1,0.001565
omp,32,1,0.001455
omp,32,1,0.001566
omp,32,1,0.001032
omp,32,1,0.001449
omp,32,1,0.001566
omp,32,1,0.001466
omp,32,1,0.001509
omp,32,1,0.001504
omp,32,1,0.001461
omp,32,1,0.001033
omp,32,1,0.002447
omp,32,1,0.001504
omp,32,1,0.00164
omp,32,1,0.001506
omp,32,1,0.001075
omp,32,1,0.001565
omp,32,1,0.001564
omp,32,1,0.001515
omp,32,1,0.001566
omp,32,1,0.00103
omp,32,1,0.001509
omp,32,1,0.001257
omp,32,1,0.001452
omp,32,2,0.00063
omp,32,2,0.000608
omp,32,2,0.000626
omp,32,2,0.000597
omp,32,2,0.000578
omp,32,2,0.00065
omp,32,2,0.000596
omp,32,2,0.000773
omp,32,2,0.000603
omp,32,2,0.00063
omp,32,2,0.000602
omp,32,2,0.000605
omp,32,2,0.000607
omp,32,2,0.000605
omp,32,2,0.000595
omp,32,2,0.00059
omp,32,2,0.000612
omp,32,2,0.000619
omp,32,2,0.000607
omp,32,2,0.036349
omp,32,2,0.000629
omp,32,2,0.000721
omp,32,2,0.000632
omp,32,2,0.000619
omp,32,2,0.000621
omp,32,2,0.00059
omp,32,2,0.000602
omp,32,2,0.000638
omp,32,2,0.000628
omp,32,2,0.000613
omp,32,4,0.012364
omp,32,4,0.003377
omp,32,4,0.000412
omp,32,4,0.000398
omp,32,4,0.00039
omp,32,4,0.000401
omp,32,4,0.000412
omp,32,4,0.000953
omp,32,4,0.000395
omp,32,4,0.000388
omp,32,4,0.000497
omp,32,4,0.000427
omp,32,4,0.001721
omp,32,4,0.000399
omp,32,4,0.000388
omp,32,4,0.000407
omp,32,4,0.000395
omp,32,4,0.000399
omp,32,4,0.00039
omp,32,4,0.000402
omp,32,4,0.000403
omp,32,4,0.000399
omp,32,4,0.0004
omp,32,4,0.000411
omp,32,4,0.000406
omp,32,4,0.000396
omp,32,4,0.000401
omp,32,4,0.000407
omp,32,4,0.000399
omp,32,4,0.000394
omp,32,8,0.001481
omp,32,8,0.00227
omp,32,8,0.001305
omp,32,8,0.001273
omp,32,8,0.001282
omp,32,8,0.00146
omp,32,8,0.001871
omp,32,8,0.001272
omp,32,8,0.001297
omp,32,8,0.001442
omp,32,8,0.00156
omp,32,8,0.00125
omp,32,8,0.001249
omp,32,8,0.00128
omp,32,8,0.001277
omp,32,8,0.001257
omp,32,8,0.001391
omp,32,8,0.001277
omp,32,8,0.001259
omp,32,8,0.001261
omp,32,8,0.001705
omp,32,8,0.001274
omp,32,8,0.001273
omp,32,8,0.001302
omp,32,8,0.001308
omp,32,8,0.001298
omp,32,8,0.00135
omp,32,8,0.001328
omp,32,8,0.001318
omp,32,8,0.001519
omp,32,16,0.00282
omp,32,16,0.002824
omp,32,16,0.002281
omp,32,16,0.002656
omp,32,16,0.002614
omp,32,16,0.002586
omp,32,16,0.002669
omp,32,16,0.00265
omp,32,16,0.002757
omp,32,16,0.002599
omp,32,16,0.002397
omp,32,16,0.002273
omp,32,16,0.002167
omp,32,16,0.002426
omp,32,16,0.002558
omp,32,16,0.002242
omp,32,16,0.002329
omp,32,16,0.002473
omp,32,16,0.00303
omp,32,16,0.002469
omp,32,16,0.002464
omp,32,16,0.002212
omp,32,16,0.002599
omp,32,16,0.002577
omp,32,16,0.002501
omp,32,16,0.002385
omp,32,16,0.002202
omp,32,16,0.00238
omp,32,16,0.002204
omp,32,16,0.002207
omp,32,32,0.004429
omp,32,32,0.005532
omp,32,32,0.004083
omp,32,32,0.004302
omp,32,32,0.005672
omp,32,32,0.004462
omp,32,32,0.004086
omp,32,32,0.006244
omp,32,32,0.004228
omp,32,32,0.006018
omp,32,32,0.004661
omp,32,32,0.004319
omp,32,32,0.004119
omp,32,32,0.004613
omp,32,32,0.005387
omp,32,32,0.005958
omp,32,32,0.006318
omp,32,32,0.004113
omp,32,32,0.004056
omp,32,32,0.003926
omp,32,32,0.004633
omp,32,32,0.004319
omp,32,32,0.005061
omp,32,32,0.005249
omp,32,32,0.005636
omp,32,32,0.004342
omp,32,32,0.004652
omp,32,32,0.005982
omp,32,32,0.004426
omp,32,32,0.005353
omp,64,1,0.004296
omp,64,1,0.004247
omp,64,1,0.004127
omp,64,1,0.004127
omp,64,1,0.004155
omp,64,1,0.004147
omp,64,1,0.004134
omp,64,1,0.004145
omp,64,1,0.004266
omp,64,1,0.004147
omp,64,1,0.004208
omp,64,1,0.004222
omp,64,1,0.004224
omp,64,1,0.004169
omp,64,1,0.004342
omp,64,1,0.004263
omp,64,1,0.004125
omp,64,1,0.004141
omp,64,1,0.004125
omp,64,1,0.00413
omp,64,1,0.004128
omp,64,1,0.004148
omp,64,1,0.004371
omp,64,1,0.004537
omp,64,1,0.004399
omp,64,1,0.004341
omp,64,1,0.004226
omp,64,1,0.004127
omp,64,1,0.004128
omp,64,1,0.004126
omp,64,2,0.002185
omp,64,2,0.002257
omp,64,2,0.002261
omp,64,2,0.002186
omp,64,2,0.002172
omp,64,2,0.002166
omp,64,2,0.002196
omp,64,2,0.002253
omp,64,2,0.002183
omp,64,2,0.002213
omp,64,2,0.002269
omp,64,2,0.00219
omp,64,2,0.002245
omp,64,2,0.002301
omp,64,2,0.002203
omp,64,2,0.00217
omp,64,2,0.002135
omp,64,2,0.002181
omp,64,2,0.002162
omp,64,2,0.002136
omp,64,2,0.002138
omp,64,2,0.00216
omp,64,2,0.002321
omp,64,2,0.002448
omp,64,2,0.002265
omp,64,2,0.002136
omp,64,2,0.002223
omp,64,2,0.002167
omp,64,2,0.002179
omp,64,2,0.00219
omp,64,4,0.001836
omp,64,4,0.001347
omp,64,4,0.001218
omp,64,4,0.001241
omp,64,4,0.001325
omp,64,4,0.001227
omp,64,4,0.001217
omp,64,4,0.001609
omp,64,4,0.00123
omp,64,4,0.001364
omp,64,4,0.00123
omp,64,4,0.001241
omp,64,4,0.001231
omp,64,4,0.001228
omp,64,4,0.001229
omp,64,4,0.001231
omp,64,4,0.00123
omp,64,4,0.001226
omp,64,4,0.001228
omp,64,4,0.001229
omp,64,4,0.001226
omp,64,4,0.001216
omp,64,4,0.001225
omp,64,4,0.00122
omp,64,4,0.001216
omp,64,4,0.00128
omp,64,4,0.001222
omp,64,4,0.001232
omp,64,4,0.001233
omp,64,4,0.001223
omp,64,8,0.002576
omp,64,8,0.002496
omp,64,8,0.002714
omp,64,8,0.002511
omp,64,8,0.002411
omp,64,8,0.002772
omp,64,8,0.002331
omp,64,8,0.00236
omp,64,8,0.002473
omp,64,8,0.002487
omp,64,8,0.002623
omp,64,8,0.002393
omp,64,8,0.002298
omp,64,8,0.002435
omp,64,8,0.00243
omp,64,8,0.002456
omp,64,8,0.002489
omp,64,8,0.002346
omp,64,8,0.002509
omp,64,8,0.002491
omp,64,8,0.002547
omp,64,8,0.003225
omp,64,8,0.00251
omp,64,8,0.002385
omp,64,8,0.002642
omp,64,8,0.002474
omp,64,8,0.002601
omp,64,8,0.002542
omp,64,8,0.002368
omp,64,8,0.00232
omp,64,16,0.003078
omp,64,16,0.002895
omp,64,16,0.003554
omp,64,16,0.003262
omp,64,16,0.003344
omp,64,16,0.003274
omp,64,16,0.003313
omp,64,16,0.003284
omp,64,16,0.003593
omp,64,16,0.003873
omp,64,16,0.003423
omp,64,16,0.003209
omp,64,16,0.003224
omp,64,16,0.0036
omp,64,16,0.003177
omp,64,16,0.003172
omp,64,16,0.003441
omp,64,16,0.003249
omp,64,16,0.003288
omp,64,16,0.003485
omp,64,16,0.003389
omp,64,16,0.003312
omp,64,16,0.003328
omp,64,16,0.003916
omp,64,16,0.003392
omp,64,16,0.003284
omp,64,16,0.003259
omp,64,16,0.00346
omp,64,16,0.003343
omp,64,16,0.00361
omp,64,32,0.005129
omp,64,32,0.005241
omp,64,32,0.005046
omp,64,32,0.00538
omp,64,32,0.005198
omp,64,32,0.005206
omp,64,32,0.005882
omp,64,32,0.00631
omp,64,32,0.005956
omp,64,32,0.006847
omp,64,32,0.00598
omp,64,32,0.004944
omp,64,32,0.005972
omp,64,32,0.007361
omp,64,32,0.006804
omp,64,32,0.005613
omp,64,32,0.005011
omp,64,32,0.007455
omp,64,32,0.006208
omp,64,32,0.007856
omp,64,32,0.00591
omp,64,32,0.007115
omp,64,32,0.00643
omp,64,32,0.007393
omp,64,32,0.006456
omp,64,32,0.005269
omp,64,32,0.005946
omp,64,32,0.005933
omp,64,32,0.00528
omp,64,32,0.006466
omp,128,1,0.016862
omp,128,1,0.016638
omp,128,1,0.016618
omp,128,1,0.016577
omp,128,1,0.016641
omp,128,1,0.017297
omp,128,1,0.016611
omp,128,1,0.016571
omp,128,1,0.016602
omp,128,1,0.017288
omp,128,1,0.022728
omp,128,1,0.017
omp,128,1,0.019637
omp,128,1,0.016972
omp,128,1,0.019782
omp,128,1,0.016885
omp,128,1,0.019594
omp,128,1,0.016908
omp,128,1,0.019891
omp,128,1,0.0166
omp,128,1,0.019872
omp,128,1,0.022682
omp,128,1,0.019622
omp,128,1,0.019627
omp,128,1,0.019878
omp,128,1,0.023903
omp,128,1,0.019662
omp,128,1,0.016588
omp,128,1,0.019628
omp,128,1,0.016631
omp,128,2,0.009892
omp,128,2,0.00995
omp,128,2,0.01009
omp,128,2,0.008772
omp,128,2,0.00992
omp,128,2,0.008496
omp,128,2,0.010002
omp,128,2,0.008444
omp,128,2,0.009925
omp,128,2,0.008371
omp,128,2,0.00996
omp,128,2,0.008454
omp,128,2,0.009915
omp,128,2,0.008471
omp,128,2,0.009403
omp,128,2,0.008843
omp,128,2,0.008929
omp,128,2,0.008804
omp,128,2,0.008949
omp,128,2,0.008471
omp,128,2,0.008739
omp,128,2,0.009089
omp,128,2,0.008637
omp,128,2,0.008819
omp,128,2,0.008966
omp,128,2,0.008655
omp,128,2,0.008499
omp,128,2,0.008609
omp,128,2,0.008438
omp,128,2,0.009383
omp,128,4,0.004573
omp,128,4,0.004841
omp,128,4,0.004531
omp,128,4,0.004578
omp,128,4,0.00457
omp,128,4,0.005844
omp,128,4,0.004756
omp,128,4,0.004539
omp,128,4,0.004702
omp,128,4,0.004529
omp,128,4,0.004535
omp,128,4,0.004727
omp,128,4,0.0046
omp,128,4,0.004534
omp,128,4,0.005036
omp,128,4,0.00634
omp,128,4,0.004745
omp,128,4,0.00453
omp,128,4,0.004601
omp,128,4,0.004577
omp,128,4,0.00461
omp,128,4,0.004608
omp,128,4,0.004741
omp,128,4,0.00623
omp,128,4,0.004562
omp,128,4,0.004701
omp,128,4,0.00453
omp,128,4,0.004565
omp,128,4,0.004538
omp,128,4,0.004555
omp,128,8,0.007536
omp,128,8,0.007532
omp,128,8,0.00735
omp,128,8,0.006964
omp,128,8,0.00685
omp,128,8,0.00753
omp,128,8,0.006671
omp,128,8,0.0064
omp,128,8,0.006997
omp,128,8,0.007402
omp,128,8,0.006965
omp,128,8,0.007129
omp,128,8,0.007164
omp,128,8,0.007235
omp,128,8,0.007353
omp,128,8,0.007093
omp,128,8,0.00727
omp,128,8,0.006863
omp,128,8,0.00719
omp,128,8,0.007006
omp,128,8,0.006842
omp,128,8,0.006989
omp,128,8,0.007505
omp,128,8,0.006774
omp,128,8,0.009767
omp,128,8,0.010124
omp,128,8,0.012928
omp,128,8,0.00867
omp,128,8,0.009791
omp,128,8,0.008267
omp,128,16,0.007694
omp,128,16,0.007538
omp,128,16,0.007539
omp,128,16,0.00751
omp,128,16,0.007392
omp,128,16,0.007311
omp,128,16,0.007477
omp,128,16,0.008639
omp,128,16,0.008628
omp,128,16,0.008153
omp,128,16,0.007581
omp,128,16,0.007872
omp,128,16,0.007995
omp,128,16,0.007593
omp,128,16,0.007798
omp,128,16,0.008583
omp,128,16,0.008755
omp,128,16,0.007421
omp,128,16,0.007318
omp,128,16,0.007338
omp,128,16,0.007365
omp,128,16,0.007606
omp,128,16,0.007913
omp,128,16,0.007565
omp,128,16,0.007374
omp,128,16,0.00804
omp,128,16,0.007341
omp,128,16,0.007385
omp,128,16,0.00729
omp,128,16,0.007322
omp,128,32,0.009143
omp,128,32,0.009386
omp,128,32,0.013862
omp,128,32,0.00927
omp,128,32,0.01026
omp,128,32,0.010133
omp,128,32,0.009164
omp,128,32,0.011085
omp,128,32,0.01249
omp,128,32,0.008916
omp,128,32,0.009112
omp,128,32,0.009143
omp,128,32,0.010934
omp,128,32,0.011635
omp,128,32,0.010991
omp,128,32,0.01078
omp,128,32,0.010988
omp,128,32,0.010456
omp,128,32,0.010202
omp,128,32,0.011126
omp,128,32,0.010657
omp,128,32,0.010228
omp,128,32,0.008784
omp,128,32,0.009552
omp,128,32,0.008872
omp,128,32,0.00891
omp,128,32,0.009467
omp,128,32,0.01228
omp,128,32,0.009737
omp,128,32,0.014338
omp,256,1,0.066879
omp,256,1,0.073676
omp,256,1,0.075408
omp,256,1,0.075418
omp,256,1,0.067987
omp,256,1,0.076397
omp,256,1,0.075522
omp,256,1,0.067534
omp,256,1,0.075495
omp,256,1,0.066814
omp,256,1,0.075258
omp,256,1,0.075882
omp,256,1,0.075427
omp,256,1,0.075133
omp,256,1,0.074911
omp,256,1,0.075838
omp,256,1,0.066589
omp,256,1,0.066632
omp,256,1,0.075117
omp,256,1,0.075673
omp,256,1,0.075453
omp,256,1,0.075231
omp,256,1,0.075278
omp,256,1,0.074538
omp,256,1,0.075427
omp,256,1,0.076246
omp,256,1,0.076194
omp,256,1,0.067869
omp,256,1,0.066818
omp,256,1,0.07528
omp,256,2,0.041075
omp,256,2,0.033569
omp,256,2,0.034357
omp,256,2,0.034281
omp,256,2,0.03451
omp,256,2,0.034098
omp,256,2,0.033515
omp,256,2,0.034617
omp,256,2,0.034293
omp,256,2,0.040635
omp,256,2,0.034401
omp,256,2,0.033722
omp,256,2,0.0337
omp,256,2,0.040957
omp,256,2,0.034805
omp,256,2,0.034432
omp,256,2,0.034274
omp,256,2,0.034608
omp,256,2,0.041415
omp,256,2,0.034556
omp,256,2,0.034404
omp,256,2,0.041489
omp,256,2,0.03419
omp,256,2,0.034058
omp,256,2,0.034318
omp,256,2,0.033762
omp,256,2,0.033757
omp,256,2,0.035299
omp,256,2,0.040337
omp,256,2,0.034325
omp,256,4,0.017932
omp,256,4,0.018123
omp,256,4,0.017723
omp,256,4,0.017773
omp,256,4,0.01817
omp,256,4,0.017979
omp,256,4,0.017842
omp,256,4,0.017803
omp,256,4,0.017837
omp,256,4,0.017694
omp,256,4,0.018228
omp,256,4,0.017737
omp,256,4,0.017831
omp,256,4,0.017826
omp,256,4,0.017755
omp,256,4,0.018188
omp,256,4,0.018178
omp,256,4,0.017931
omp,256,4,0.017863
omp,256,4,0.017778
omp,256,4,0.017723
omp,256,4,0.017796
omp,256,4,0.018447
omp,256,4,0.027853
omp,256,4,0.017836
omp,256,4,0.017804
omp,256,4,0.017908
omp,256,4,0.018294
omp,256,4,0.017777
omp,256,4,0.01778
omp,256,8,0.031915
omp,256,8,0.030695
omp,256,8,0.027978
omp,256,8,0.028384
omp,256,8,0.028486
omp,256,8,0.02771
omp,256,8,0.027552
omp,256,8,0.027578
omp,256,8,0.026279
omp,256,8,0.027948
omp,256,8,0.02706
omp,256,8,0.026201
omp,256,8,0.024975
omp,256,8,0.024937
omp,256,8,0.024404
omp,256,8,0.026138
omp,256,8,0.024932
omp,256,8,0.026575
omp,256,8,0.02605
omp,256,8,0.024398
omp,256,8,0.025255
omp,256,8,0.025318
omp,256,8,0.026012
omp,256,8,0.025307
omp,256,8,0.025478
omp,256,8,0.02559
omp,256,8,0.02638
omp,256,8,0.024366
omp,256,8,0.024769
omp,256,8,0.026167
omp,256,16,0.023874
omp,256,16,0.020031
omp,256,16,0.02104
omp,256,16,0.023892
omp,256,16,0.023478
omp,256,16,0.020383
omp,256,16,0.021361
omp,256,16,0.024341
omp,256,16,0.026108
omp,256,16,0.02125
omp,256,16,0.021469
omp,256,16,0.024903
omp,256,16,0.02679
omp,256,16,0.02882
omp,256,16,0.028886
omp,256,16,0.027619
omp,256,16,0.028562
omp,256,16,0.025799
omp,256,16,0.026531
omp,256,16,0.024709
omp,256,16,0.025371
omp,256,16,0.02459
omp,256,16,0.024625
omp,256,16,0.024524
omp,256,16,0.024162
omp,256,16,0.024399
omp,256,16,0.026646
omp,256,16,0.023095
omp,256,16,0.024059
omp,256,16,0.024943
omp,256,32,0.027487
omp,256,32,0.024766
omp,256,32,0.031017
omp,256,32,0.024865
omp,256,32,0.02508
omp,256,32,0.026943
omp,256,32,0.029192
omp,256,32,0.026066
omp,256,32,0.025642
omp,256,32,0.027246
omp,256,32,0.024353
omp,256,32,0.027614
omp,256,32,0.02471
omp,256,32,0.023896
omp,256,32,0.025541
omp,256,32,0.026792
omp,256,32,0.028756
omp,256,32,0.030195
omp,256,32,0.028026
omp,256,32,0.02658
omp,256,32,0.028444
omp,256,32,0.027186
omp,256,32,0.026116
omp,256,32,0.025979
omp,256,32,0.024829
omp,256,32,0.027496
omp,256,32,0.025296
omp,256,32,0.028218
omp,256,32,0.024027
omp,256,32,0.025875
omp,512,1,0.268381
omp,512,1,0.274484
omp,512,1,0.280379
omp,512,1,0.266803
omp,512,1,0.275012
omp,512,1,0.274896
omp,512,1,0.267049
omp,512,1,0.266377
omp,512,1,0.275736
omp,512,1,0.267431
omp,512,1,0.274782
omp,512,1,0.26757
omp,512,1,0.274553
omp,512,1,0.267992
omp,512,1,0.27506
omp,512,1,0.267828
omp,512,1,0.267708
omp,512,1,0.26785
omp,512,1,0.268023
omp,512,1,0.276191
omp,512,1,0.267854
omp,512,1,0.279676
omp,512,1,0.275379
omp,512,1,0.266652
omp,512,1,0.279741
omp,512,1,0.266789
omp,512,1,0.272612
omp,512,1,0.276292
omp,512,1,0.275587
omp,512,1,0.268169
omp,512,2,0.142898
omp,512,2,0.135986
omp,512,2,0.134917
omp,512,2,0.135487
omp,512,2,0.135155
omp,512,2,0.135491
omp,512,2,0.135416
omp,512,2,0.134791
omp,512,2,0.135218
omp,512,2,0.134903
omp,512,2,0.134993
omp,512,2,0.135221
omp,512,2,0.13458
omp,512,2,0.135434
omp,512,2,0.135103
omp,512,2,0.135776
omp,512,2,0.135699
omp,512,2,0.135749
omp,512,2,0.134666
omp,512,2,0.138746
omp,512,2,0.135313
omp,512,2,0.135163
omp,512,2,0.135238
omp,512,2,0.136816
omp,512,2,0.135953
omp,512,2,0.135232
omp,512,2,0.135641
omp,512,2,0.135102
omp,512,2,0.135642
omp,512,2,0.1354
omp,512,4,0.071969
omp,512,4,0.071208
omp,512,4,0.071166
omp,512,4,0.073567
omp,512,4,0.07213
omp,512,4,0.070579
omp,512,4,0.071977
omp,512,4,0.070894
omp,512,4,0.072809
omp,512,4,0.070609
omp,512,4,0.074043
omp,512,4,0.070743
omp,512,4,0.076404
omp,512,4,0.072782
omp,512,4,0.071941
omp,512,4,0.070795
omp,512,4,0.074853
omp,512,4,0.072516
omp,512,4,0.07556
omp,512,4,0.071616
omp,512,4,0.071447
omp,512,4,0.071809
omp,512,4,0.072723
omp,512,4,0.072846
omp,512,4,0.072669
omp,512,4,0.071092
omp,512,4,0.155726
omp,512,4,0.088783
omp,512,4,0.074506
omp,512,4,0.072604
omp,512,8,0.099671
omp,512,8,0.097009
omp,512,8,0.086847
omp,512,8,0.092698
omp,512,8,0.097475
omp,512,8,0.079668
omp,512,8,0.079565
omp,512,8,0.097357
omp,512,8,0.099661
omp,512,8,0.090003
omp,512,8,0.094131
omp,512,8,0.092452
omp,512,8,0.09772
omp,512,8,0.077213
omp,512,8,0.121573
omp,512,8,0.098593
omp,512,8,0.1275
omp,512,8,0.076932
omp,512,8,0.098916
omp,512,8,0.096971
omp,512,8,0.087914
