0,59.461492
1,61.501267
2,57.230451
3,64.012427
4,68.545240
5,63.932117
6,68.510338
7,73.994771
8,105.799018
9,110.911560
10,83.219820
11,100.897988
12,83.444278
13,88.566189
14,125.699274
