number_if,array_size,num_thread,seconds
0,10000000,256,1.4211
0,10000000,256,1.421
0,10000000,256,1.4541
0,10000000,256,1.4228
0,10000000,256,1.4379
0,10000000,256,1.4286
0,10000000,256,1.4252
0,10000000,256,1.4323
0,10000000,256,1.4237
0,10000000,256,1.4154
0,10000000,256,1.4633
0,10000000,256,1.4287
0,10000000,256,1.4254
0,10000000,512,1.4204
0,10000000,512,1.4655
0,10000000,512,1.4379
0,10000000,512,1.435
0,10000000,512,1.427
0,10000000,512,1.4276
0,10000000,512,1.4101
0,10000000,512,1.4248
0,10000000,512,1.4578
0,10000000,512,1.436
0,10000000,512,1.4438
0,10000000,512,1.4496
0,10000000,512,1.4405
0,10000000,512,1.4373
0,10000000,512,1.4413
0,10000000,512,1.44
0,10000000,512,1.4276
0,10000000,512,1.4998
0,10000000,512,1.4419
0,10000000,512,1.4168
0,10000000,512,1.4912
0,10000000,512,1.4371
0,10000000,512,1.4266
0,10000000,512,1.4277
0,10000000,512,1.4469
0,10000000,512,1.4261
0,10000000,512,1.4352
0,10000000,512,1.4363
0,10000000,512,1.526
0,10000000,512,1.4315
0,10000000,1024,1.4665
0,10000000,1024,1.4257
0,10000000,1024,1.4146
0,10000000,1024,1.456
0,10000000,1024,1.436
0,10000000,1024,1.4579
0,10000000,1024,1.4454
0,10000000,1024,1.4193
0,10000000,1024,1.5116
0,10000000,1024,1.4304
0,10000000,1024,1.4397
0,10000000,1024,1.4513
0,10000000,1024,1.4373
0,10000000,1024,1.4421
0,10000000,1024,1.4523
0,10000000,1024,1.4617
0,10000000,1024,1.4618
0,10000000,1024,1.4419
0,10000000,1024,1.453
0,10000000,1024,1.4504
0,10000000,1024,1.4307
0,10000000,1024,1.4578
0,10000000,1024,1.4757
0,10000000,1024,1.4269
0,10000000,1024,1.4381
0,10000000,1024,1.4571
0,10000000,1024,1.425
0,10000000,1024,1.4602
0,10000000,1024,1.4555
0,10000000,1024,1.4773
0,10000000,2048,1.4432
0,10000000,2048,1.4645
0,10000000,2048,1.4965
0,10000000,2048,1.4776
0,10000000,2048,1.45
0,10000000,2048,1.4806
0,10000000,2048,1.4965
0,10000000,2048,1.452
0,10000000,2048,1.4611
0,10000000,2048,1.4351
0,10000000,2048,1.4528
0,10000000,2048,1.5386
0,10000000,2048,1.4611
0,10000000,2048,1.4595
0,10000000,2048,1.4759
0,10000000,2048,1.5439
0,10000000,2048,1.4387
0,10000000,2048,1.4761
0,10000000,2048,1.4376
0,10000000,2048,1.4513
0,10000000,2048,1.4681
0,10000000,2048,1.4679
0,10000000,2048,1.4625
0,10000000,2048,1.514
0,10000000,2048,1.4573
0,10000000,2048,1.4609
0,10000000,2048,1.4536
0,10000000,2048,1.4474
0,10000000,2048,1.4592
0,10000000,2048,1.4583
0,10000000,8192,1.7678
0,10000000,8192,1.7422
0,10000000,8192,1.8348
0,10000000,8192,1.7628
0,10000000,8192,1.7418
0,10000000,8192,1.7568
0,10000000,8192,1.7448
0,10000000,8192,1.8359
0,10000000,8192,1.7529
0,10000000,8192,1.7761
0,10000000,8192,1.7816
0,10000000,8192,1.7972
0,10000000,8192,1.7227
0,10000000,8192,1.7562
0,10000000,8192,1.7706
0,10000000,8192,1.7767
0,10000000,8192,1.7713
0,10000000,8192,1.7679
0,10000000,8192,1.8252
0,10000000,8192,1.747
0,10000000,8192,1.7687
0,10000000,8192,1.7421
0,10000000,8192,1.7637
0,10000000,8192,1.7862
0,10000000,8192,1.7387
0,10000000,8192,1.7614
0,10000000,8192,1.7534
0,10000000,8192,1.7514
0,10000000,8192,1.7678
0,10000000,8192,1.7603
0,10000000,32752,2.7936
0,10000000,32752,2.688
0,10000000,32752,2.8405
0,10000000,32752,2.7256
0,10000000,32752,2.7661
0,10000000,32752,2.7288
0,10000000,32752,2.7261
0,10000000,32752,2.7956
0,10000000,32752,2.7283
0,10000000,32752,2.7484
0,10000000,32752,2.7205
0,10000000,32752,2.7557
0,10000000,32752,2.7495
0,10000000,32752,2.7152
0,10000000,32752,2.7362
0,10000000,32752,2.776
0,10000000,32752,2.8043
0,10000000,32752,2.7301
0,10000000,32752,2.74
0,10000000,32752,2.7466
0,10000000,32752,2.7459
0,10000000,32752,2.7641
0,10000000,32752,2.712
0,10000000,32752,2.7787
0,10000000,32752,2.6952
0,10000000,32752,2.7001
0,10000000,32752,2.844
0,10000000,32752,2.7119
0,10000000,32752,2.8243
0,10000000,32752,2.6901
1,32752,1,0.0213
1,32752,1,0.0161
1,32752,1,0.0196
1,32752,1,0.0188
1,32752,1,0.0162
1,32752,1,0.0174
1,32752,1,0.0164
1,32752,1,0.0159
1,32752,1,0.0164
1,32752,1,0.0162
1,32752,1,0.0213
1,32752,1,0.0217
1,32752,1,0.0194
1,32752,1,0.0187
1,32752,1,0.0206
1,32752,1,0.0216
1,32752,1,0.0186
1,32752,1,0.0186
1,32752,1,0.0195
1,32752,1,0.0193
1,32752,1,0.0186
1,32752,1,0.0213
1,32752,1,0.0187
1,32752,1,0.0196
1,32752,1,0.0195
1,32752,1,0.0187
1,32752,1,0.0219
1,32752,1,0.0187
1,32752,1,0.0205
1,32752,1,0.0209
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0097
1,32752,2,0.0095
1,32752,2,0.0094
1,32752,2,0.0098
1,32752,2,0.0095
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0095
1,32752,2,0.0095
1,32752,2,0.0096
1,32752,2,0.0097
1,32752,2,0.0099
1,32752,2,0.0097
1,32752,2,0.0098
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0094
1,32752,2,0.0098
1,32752,2,0.01
1,32752,2,0.0099
1,32752,2,0.0097
1,32752,2,0.0094
1,32752,2,0.0095
1,32752,2,0.0096
1,32752,2,0.0097
1,32752,2,0.0094
1,32752,4,0.0042
1,32752,4,0.0051
1,32752,4,0.0044
1,32752,4,0.0062
1,32752,4,0.0085
1,32752,4,0.0052
1,32752,4,0.0254
1,32752,4,0.0082
1,32752,4,0.0084
1,32752,4,0.0086
1,32752,4,0.0083
1,32752,4,0.0044
1,32752,4,0.0044
1,32752,4,0.0043
1,32752,4,0.0045
1,32752,4,0.0047
1,32752,4,0.0046
1,32752,4,0.0043
1,32752,4,0.0044
1,32752,4,0.0044
1,32752,4,0.0082
1,32752,4,0.0043
1,32752,4,0.0042
1,32752,4,0.0043
1,32752,4,0.0043
1,32752,4,0.0042
1,32752,4,0.0043
1,32752,4,0.0056
1,32752,4,0.0044
1,32752,4,0.0043
1,32752,8,0.0044
1,32752,8,0.0045
1,32752,8,0.0043
1,32752,8,0.0063
1,32752,8,0.0044
1,32752,8,0.0053
1,32752,8,0.0044
1,32752,8,0.0044
1,32752,8,0.0062
1,32752,8,0.0044
1,32752,8,0.0043
1,32752,8,0.0044
1,32752,8,0.0063
1,32752,8,0.0044
1,32752,8,0.0044
1,32752,8,0.0053
1,32752,8,0.0044
1,32752,8,0.0044
1,32752,8,0.0064
1,32752,8,0.0044
1,32752,8,0.0046
1,32752,8,0.0062
1,32752,8,0.0045
1,32752,8,0.0043
1,32752,8,0.0063
1,32752,8,0.0043
1,32752,8,0.0043
1,32752,8,0.0063
1,32752,8,0.0043
1,32752,8,0.005
1,32752,16,0.0052
1,32752,16,0.0053
1,32752,16,0.0054
1,32752,16,0.0056
1,32752,16,0.0055
1,32752,16,0.0046
1,32752,16,0.0054
1,32752,16,0.0046
1,32752,16,0.0054
1,32752,16,0.0046
1,32752,16,0.0046
1,32752,16,0.0046
1,32752,16,0.0053
1,32752,16,0.0053
1,32752,16,0.0047
1,32752,16,0.0054
1,32752,16,0.0053
1,32752,16,0.0053
1,32752,16,0.0053
1,32752,16,0.0055
1,32752,16,0.0053
1,32752,16,0.0047
1,32752,16,0.0046
1,32752,16,0.0054
1,32752,16,0.0047
1,32752,16,0.0046
1,32752,16,0.0045
1,32752,16,0.0045
1,32752,16,0.0048
1,32752,16,0.0054
1,32752,32,0.005
1,32752,32,0.0065
1,32752,32,0.005
1,32752,32,0.005
1,32752,32,0.0055
1,32752,32,0.006
1,32752,32,0.0055
1,32752,32,0.005
1,32752,32,0.005
1,32752,32,0.0049
1,32752,32,0.0051
1,32752,32,0.0056
1,32752,32,0.0055
1,32752,32,0.0067
1,32752,32,0.005
1,32752,32,0.0051
1,32752,32,0.0052
1,32752,32,0.0057
1,32752,32,0.0049
1,32752,32,0.0056
1,32752,32,0.0061
1,32752,32,0.005
1,32752,32,0.0055
1,32752,32,0.0049
1,32752,32,0.0056
1,32752,32,0.005
1,32752,32,0.005
1,32752,32,0.0056
1,32752,32,0.0055
1,32752,32,0.0051
1,32752,64,0.0065
1,32752,64,0.0076
1,32752,64,0.0066
1,32752,64,0.0067
1,32752,64,0.0093
1,32752,64,0.0098
1,32752,64,0.0076
1,32752,64,0.007
1,32752,64,0.0071
1,32752,64,0.0069
1,32752,64,0.0075
1,32752,64,0.0054
1,32752,64,0.0061
1,32752,64,0.0077
1,32752,64,0.0068
1,32752,64,0.008
1,32752,64,0.0072
1,32752,64,0.0067
1,32752,64,0.0076
1,32752,64,0.0082
1,32752,64,0.0081
1,32752,64,0.0055
1,32752,64,0.0074
1,32752,64,0.0075
1,32752,64,0.0081
1,32752,64,0.0073
1,32752,64,0.0065
1,32752,64,0.0078
1,32752,64,0.0087
1,32752,64,0.0063
1,32752,128,0.0082
1,32752,128,0.0071
1,32752,128,0.0081
1,32752,128,0.0083
1,32752,128,0.0095
1,32752,128,0.0085
1,32752,128,0.0084
1,32752,128,0.0092
1,32752,128,0.009
1,32752,128,0.0081
1,32752,128,0.0098
1,32752,128,0.0086
1,32752,128,0.0089
1,32752,128,0.0088
1,32752,128,0.009
1,32752,128,0.0093
1,32752,128,0.008
1,32752,128,0.0084
1,32752,128,0.0085
1,32752,128,0.0085
1,32752,128,0.0081
1,32752,128,0.0086
1,32752,128,0.0085
1,32752,128,0.0088
1,32752,128,0.0084
1,32752,128,0.0081
1,32752,128,0.008
1,32752,128,0.0076
1,32752,128,0.0083
1,32752,128,0.0076
1,32752,256,0.0085
1,32752,256,0.0094
1,32752,256,0.0096
1,32752,256,0.0098
1,32752,256,0.0098
1,32752,256,0.0093
1,32752,256,0.0092
1,32752,256,0.0092
1,32752,256,0.0092
1,32752,256,0.0094
1,32752,256,0.0088
1,32752,256,0.0093
1,32752,256,0.0099
1,32752,256,0.01
1,32752,256,0.0097
1,32752,256,0.0087
1,32752,256,0.0088
1,32752,256,0.0092
1,32752,256,0.0087
1,32752,256,0.0089
1,32752,256,0.0089
1,32752,256,0.0088
1,32752,256,0.0088
1,32752,256,0.0093
1,32752,256,0.0092
1,32752,256,0.0091
1,32752,256,0.0092
1,32752,256,0.0092
1,32752,256,0.009
1,32752,256,0.0095
1,32752,512,0.0113
1,32752,512,0.0116
1,32752,512,0.013
1,32752,512,0.0136
1,32752,512,0.0115
1,32752,512,0.0113
1,32752,512,0.012
1,32752,512,0.0112
1,32752,512,0.0113
1,32752,512,0.0118
1,32752,512,0.0117
1,32752,512,0.0122
1,32752,512,0.0127
1,32752,512,0.0116
1,32752,512,0.012
1,32752,512,0.0115
1,32752,512,0.0114
1,32752,512,0.0116
1,32752,512,0.0116
1,32752,512,0.0112
1,32752,512,0.0113
1,32752,512,0.0131
1,32752,512,0.0118
1,32752,512,0.0121
1,32752,512,0.0114
1,32752,512,0.0115
1,32752,512,0.0114
1,32752,512,0.0116
1,32752,512,0.0114
1,32752,512,0.0115
1,32752,1024,0.0219
1,32752,1024,0.0212
1,32752,1024,0.0208
1,32752,1024,0.0208
1,32752,1024,0.0206
1,32752,1024,0.0215
1,32752,1024,0.0208
1,32752,1024,0.0205
1,32752,1024,0.0209
1,32752,1024,0.0211
1,32752,1024,0.0217
1,32752,1024,0.0212
1,32752,1024,0.0244
1,32752,1024,0.0206
1,32752,1024,0.0209
1,32752,1024,0.0216
1,32752,1024,0.0212
1,32752,1024,0.0213
1,32752,1024,0.0206
1,32752,1024,0.0207
1,32752,1024,0.0226
1,32752,1024,0.0204
1,32752,1024,0.0209
1,32752,1024,0.0212
1,32752,1024,0.0203
1,32752,1024,0.0219
1,32752,1024,0.0211
1,32752,1024,0.0229
1,32752,1024,0.0205
1,32752,1024,0.0223
1,32752,2048,0.0452
1,32752,2048,0.0431
1,32752,2048,0.0436
1,32752,2048,0.0442
1,32752,2048,0.0438
1,32752,2048,0.0423
1,32752,2048,0.0441
1,32752,2048,0.044
1,32752,2048,0.0431
1,32752,2048,0.0448
1,32752,2048,0.0432
1,32752,2048,0.0444
1,32752,2048,0.0424
1,32752,2048,0.0432
1,32752,2048,0.0434
1,32752,2048,0.0434
1,32752,2048,0.0448
1,32752,2048,0.0431
1,32752,2048,0.045
1,32752,2048,0.0437
1,32752,2048,0.0429
1,32752,2048,0.0449
1,32752,2048,0.0431
1,32752,2048,0.0427
1,32752,2048,0.0447
1,32752,2048,0.0433
1,32752,2048,0.0445
1,32752,2048,0.0433
1,32752,2048,0.0436
1,32752,2048,0.0428
1,32752,8192,0.169
1,32752,8192,0.1678
1,32752,8192,0.1704
1,32752,8192,0.1726
1,32752,8192,0.1675
1,32752,8192,0.2093
1,32752,8192,0.1664
1,32752,8192,0.1698
1,32752,8192,0.1686
1,32752,8192,0.1677
1,32752,8192,0.1725
1,32752,8192,0.1683
1,32752,8192,0.1669
1,32752,8192,0.1692
1,32752,8192,0.1716
1,32752,8192,0.1676
1,32752,8192,0.1706
1,32752,8192,0.1695
1,32752,8192,0.1679
1,32752,8192,0.1686
1,32752,8192,0.1703
1,32752,8192,0.1681
1,32752,8192,0.1696
1,32752,8192,0.1696
1,32752,8192,0.2396
1,32752,8192,0.1718
1,32752,8192,0.1726
1,32752,8192,0.1729
1,32752,8192,0.1688
1,32752,8192,0.1677
1,32752,32752,0.6774
1,32752,32752,0.7079
1,32752,32752,0.6824
1,32752,32752,0.6763
1,32752,32752,0.6904
1,32752,32752,0.6804
1,32752,32752,0.6866
1,32752,32752,0.6791
1,32752,32752,0.7176
1,32752,32752,0.6861
1,32752,32752,0.6801
1,32752,32752,0.7148
1,32752,32752,0.6727
1,32752,32752,0.689
1,32752,32752,0.6839
1,32752,32752,0.6846
1,32752,32752,0.6795
1,32752,32752,0.6775
1,32752,32752,0.7053
1,32752,32752,0.6772
1,32752,32752,0.6773
1,32752,32752,0.6763
1,32752,32752,0.6801
1,32752,32752,0.7178
1,32752,32752,0.6802
1,32752,32752,0.6769
1,32752,32752,0.6843
1,32752,32752,0.6784
1,32752,32752,0.6766
1,32752,32752,0.6855
1,1048576,1,0.5026
1,1048576,1,0.5148
1,1048576,1,0.5055
1,1048576,1,0.5075
1,1048576,1,0.5077
1,1048576,1,0.5086
1,1048576,1,0.5019
1,1048576,1,0.5027
1,1048576,1,0.5027
1,1048576,1,0.5111
1,1048576,1,0.5149
1,1048576,1,0.504
1,1048576,1,0.5119
1,1048576,1,0.5042
1,1048576,1,0.5073
1,1048576,1,0.5215
1,1048576,1,0.5012
1,1048576,1,0.5045
1,1048576,1,0.5074
1,1048576,1,0.507
1,1048576,1,0.511
1,1048576,1,0.5071
1,1048576,1,0.507
1,1048576,1,0.5024
1,1048576,1,0.5077
1,1048576,1,0.5094
1,1048576,1,0.5072
1,1048576,1,0.5087
1,1048576,1,0.497
1,1048576,1,0.506
1,1048576,2,0.2534
1,1048576,2,0.2598
1,1048576,2,0.2509
1,1048576,2,0.2512
1,1048576,2,0.251
1,1048576,2,0.2581
1,1048576,2,0.2508
1,1048576,2,0.2531
1,1048576,2,0.2513
1,1048576,2,0.2624
1,1048576,2,0.2564
1,1048576,2,0.2574
1,1048576,2,0.2515
1,1048576,2,0.2515
1,1048576,2,0.2511
1,1048576,2,0.2529
1,1048576,2,0.2601
1,1048576,2,0.2603
1,1048576,2,0.2654
1,1048576,2,0.2533
1,1048576,2,0.2537
1,1048576,2,0.2565
1,1048576,2,0.2518
1,1048576,2,0.2511
1,1048576,2,0.2505
1,1048576,2,0.2516
1,1048576,2,0.2522
1,1048576,2,0.2584
1,1048576,2,0.2504
1,1048576,2,0.2519
1,1048576,4,0.1436
1,1048576,4,0.1476
1,1048576,4,0.1489
1,1048576,4,0.1319
1,1048576,4,0.1327
1,1048576,4,0.132
1,1048576,4,0.1319
1,1048576,4,0.1316
1,1048576,4,0.1319
1,1048576,4,0.1322
1,1048576,4,0.1401
1,1048576,4,0.1524
1,1048576,4,0.1333
1,1048576,4,0.1332
1,1048576,4,0.1317
1,1048576,4,0.1316
1,1048576,4,0.1318
1,1048576,4,0.1333
1,1048576,4,0.132
1,1048576,4,0.1321
1,1048576,4,0.1317
1,1048576,4,0.1328
1,1048576,4,0.1328
1,1048576,4,0.1316
1,1048576,4,0.1315
1,1048576,4,0.1316
1,1048576,4,0.1313
1,1048576,4,0.1423
1,1048576,4,0.1317
1,1048576,4,0.1326
1,1048576,8,0.1327
1,1048576,8,0.1322
1,1048576,8,0.1323
1,1048576,8,0.1334
1,1048576,8,0.1319
1,1048576,8,0.1336
1,1048576,8,0.1318
1,1048576,8,0.1319
1,1048576,8,0.1333
1,1048576,8,0.1317
1,1048576,8,0.1322
1,1048576,8,0.1394
1,1048576,8,0.1337
1,1048576,8,0.139
1,1048576,8,0.1525
1,1048576,8,0.1318
1,1048576,8,0.1361
1,1048576,8,0.1322
1,1048576,8,0.1319
1,1048576,8,0.1327
1,1048576,8,0.1379
1,1048576,8,0.134
1,1048576,8,0.1346
1,1048576,8,0.1404
1,1048576,8,0.1329
1,1048576,8,0.1326
1,1048576,8,0.1329
1,1048576,8,0.1343
1,1048576,8,0.1319
1,1048576,8,0.1325
1,1048576,16,0.1359
1,1048576,16,0.1344
1,1048576,16,0.1343
1,1048576,16,0.1332
1,1048576,16,0.1352
1,1048576,16,0.1334
1,1048576,16,0.1346
1,1048576,16,0.135
1,1048576,16,0.1333
1,1048576,16,0.1372
1,1048576,16,0.1362
1,1048576,16,0.1364
1,1048576,16,0.1345
1,1048576,16,0.135
1,1048576,16,0.1341
1,1048576,16,0.1374
1,1048576,16,0.1351
1,1048576,16,0.1533
1,1048576,16,0.1356
1,1048576,16,0.1337
1,1048576,16,0.1353
1,1048576,16,0.1349
1,1048576,16,0.1351
1,1048576,16,0.134
1,1048576,16,0.1366
1,1048576,16,0.1352
1,1048576,16,0.1367
1,1048576,16,0.1335
1,1048576,16,0.135
1,1048576,16,0.1384
1,1048576,32,0.1767
1,1048576,32,0.1489
1,1048576,32,0.1351
1,1048576,32,0.1343
1,1048576,32,0.1362
1,1048576,32,0.1343
1,1048576,32,0.1338
1,1048576,32,0.135
1,1048576,32,0.1336
1,1048576,32,0.1361
1,1048576,32,0.1353
1,1048576,32,0.1349
1,1048576,32,0.1347
1,1048576,32,0.1332
1,1048576,32,0.1331
1,1048576,32,0.1333
1,1048576,32,0.1342
1,1048576,32,0.1337
1,1048576,32,0.1349
1,1048576,32,0.1473
1,1048576,32,0.1405
1,1048576,32,0.1334
1,1048576,32,0.133
1,1048576,32,0.1347
1,1048576,32,0.136
1,1048576,32,0.1342
1,1048576,32,0.135
1,1048576,32,0.1349
1,1048576,32,0.1339
1,1048576,32,0.1347
1,1048576,64,0.137
1,1048576,64,0.1351
1,1048576,64,0.1348
1,1048576,64,0.1343
1,1048576,64,0.1337
1,1048576,64,0.1378
1,1048576,64,0.1358
1,1048576,64,0.1339
1,1048576,64,0.135
1,1048576,64,0.1346
1,1048576,64,0.1359
1,1048576,64,0.1352
1,1048576,64,0.1358
1,1048576,64,0.1365
1,1048576,64,0.1333
1,1048576,64,0.1356
1,1048576,64,0.1337
1,1048576,64,0.1347
1,1048576,64,0.1351
1,1048576,64,0.1364
1,1048576,64,0.1336
1,1048576,64,0.1346
1,1048576,64,0.1496
1,1048576,64,0.1369
1,1048576,64,0.135
1,1048576,64,0.1344
1,1048576,64,0.1324
1,1048576,64,0.1453
1,1048576,64,0.1354
1,1048576,64,0.1339
1,1048576,128,0.1336
1,1048576,128,0.1358
1,1048576,128,0.134
1,1048576,128,0.1355
1,1048576,128,0.134
1,1048576,128,0.1352
1,1048576,128,0.1359
1,1048576,128,0.1364
1,1048576,128,0.1469
1,1048576,128,0.1358
1,1048576,128,0.1349
1,1048576,128,0.1347
1,1048576,128,0.1353
1,1048576,128,0.1352
1,1048576,128,0.1458
1,1048576,128,0.1376
1,1048576,128,0.1361
1,1048576,128,0.1349
1,1048576,128,0.1361
1,1048576,128,0.1345
1,1048576,128,0.1369
1,1048576,128,0.1355
1,1048576,128,0.1353
1,1048576,128,0.1349
1,1048576,128,0.1455
1,1048576,128,0.135
1,1048576,128,0.1566
1,1048576,128,0.1386
1,1048576,128,0.1396
1,1048576,128,0.1359
1,1048576,256,0.1392
1,1048576,256,0.1371
1,1048576,256,0.1384
1,1048576,256,0.1379
1,1048576,256,0.1358
1,1048576,256,0.1371
1,1048576,256,0.1375
1,1048576,256,0.141
1,1048576,256,0.1371
1,1048576,256,0.1383
1,1048576,256,0.1354
1,1048576,256,0.1389
1,1048576,256,0.1375
1,1048576,256,0.1359
1,1048576,256,0.1417
1,1048576,256,0.1378
1,1048576,256,0.1354
1,1048576,256,0.1375
1,1048576,256,0.1368
1,1048576,256,0.1386
1,1048576,256,0.1394
1,1048576,256,0.1375
1,1048576,256,0.143
1,1048576,256,0.1374
1,1048576,256,0.1402
1,1048576,256,0.1352
1,1048576,256,0.1617
1,1048576,256,0.1391
1,1048576,256,0.1387
1,1048576,256,0.1386
1,1048576,512,0.1485
1,1048576,512,0.1495
1,1048576,512,0.1523
1,1048576,512,0.1447
1,1048576,512,0.1509
1,1048576,512,0.1474
1,1048576,512,0.1449
1,1048576,512,0.1479
1,1048576,512,0.1482
1,1048576,512,0.1493
1,1048576,512,0.1497
1,1048576,512,0.1462
1,1048576,512,0.1435
1,1048576,512,0.1506
1,1048576,512,0.1473
1,1048576,512,0.1467
1,1048576,512,0.1435
1,1048576,512,0.1459
1,1048576,512,0.1532
1,1048576,512,0.149
1,1048576,512,0.147
1,1048576,512,0.1521
1,1048576,512,0.1392
1,1048576,512,0.1447
1,1048576,512,0.1499
1,1048576,512,0.147
1,1048576,512,0.166
1,1048576,512,0.1491
1,1048576,512,0.1479
1,1048576,512,0.1474
1,1048576,1024,0.1917
1,1048576,1024,0.1738
1,1048576,1024,0.178
1,1048576,1024,0.1781
1,1048576,1024,0.1805
1,1048576,1024,0.1856
1,1048576,1024,0.1809
1,1048576,1024,0.1811
1,1048576,1024,0.179
1,1048576,1024,0.1797
1,1048576,1024,0.1798
1,1048576,1024,0.1719
1,1048576,1024,0.1858
1,1048576,1024,0.1719
1,1048576,1024,0.1845
1,1048576,1024,0.1724
1,1048576,1024,0.1722
1,1048576,1024,0.1757
1,1048576,1024,0.1791
1,1048576,1024,0.1783
1,1048576,1024,0.1794
1,1048576,1024,0.1679
1,1048576,1024,0.2097
1,1048576,1024,0.1719
1,1048576,1024,0.1821
1,1048576,1024,0.1767
1,1048576,1024,0.1869
1,1048576,1024,0.1689
1,1048576,1024,0.1821
1,1048576,1024,0.2426
1,1048576,2048,0.2883
1,1048576,2048,0.2596
1,1048576,2048,0.2405
1,1048576,2048,0.2512
1,1048576,2048,0.2464
1,1048576,2048,0.243
1,1048576,2048,0.2413
1,1048576,2048,0.2488
1,1048576,2048,0.2534
1,1048576,2048,0.2474
1,1048576,2048,0.2385
1,1048576,2048,0.2451
1,1048576,2048,0.2523
1,1048576,2048,0.2783
1,1048576,2048,0.2451
1,1048576,2048,0.2468
1,1048576,2048,0.2451
1,1048576,2048,0.247
1,1048576,2048,0.2395
1,1048576,2048,0.2429
1,1048576,2048,0.2504
1,1048576,2048,0.2465
1,1048576,2048,0.242
1,1048576,2048,0.2599
1,1048576,2048,0.2403
1,1048576,2048,0.241
1,1048576,2048,0.242
1,1048576,2048,0.2538
1,1048576,2048,0.2484
1,1048576,2048,0.2466
1,1048576,8192,0.2898
1,1048576,8192,0.3466
1,1048576,8192,0.3403
1,1048576,8192,0.2874
1,1048576,8192,0.2977
1,1048576,8192,0.2878
1,1048576,8192,0.2958
1,1048576,8192,0.3347
1,1048576,8192,0.2877
1,1048576,8192,0.2873
1,1048576,8192,0.3023
1,1048576,8192,0.2924
1,1048576,8192,0.2921
1,1048576,8192,0.2992
1,1048576,8192,0.2902
1,1048576,8192,0.2886
1,1048576,8192,0.351
1,1048576,8192,0.347
1,1048576,8192,0.2883
1,1048576,8192,0.2993
1,1048576,8192,0.2894
1,1048576,8192,0.2937
1,1048576,8192,0.2981
1,1048576,8192,0.2941
1,1048576,8192,0.3764
1,1048576,8192,0.3018
1,1048576,8192,0.2899
1,1048576,8192,0.2977
1,1048576,8192,0.2945
1,1048576,8192,0.2922
1,1048576,32752,0.6743
1,1048576,32752,0.7232
1,1048576,32752,0.6805
1,1048576,32752,0.6784
1,1048576,32752,0.6773
1,1048576,32752,0.6785
1,1048576,32752,0.6769
1,1048576,32752,0.6764
1,1048576,32752,0.735
1,1048576,32752,0.6719
1,1048576,32752,0.6824
1,1048576,32752,0.6816
1,1048576,32752,0.6793
1,1048576,32752,0.684
1,1048576,32752,0.6776
1,1048576,32752,0.7412
1,1048576,32752,0.6836
1,1048576,32752,0.7175
1,1048576,32752,0.6773
1,1048576,32752,0.6768
1,1048576,32752,0.6764
1,1048576,32752,0.6769
1,1048576,32752,0.6819
1,1048576,32752,0.6796
1,1048576,32752,0.6792
1,1048576,32752,0.6887
1,1048576,32752,0.6753
1,1048576,32752,0.6757
1,1048576,32752,0.6757
1,1048576,32752,0.7525
1,10000000,1,4.8101
1,10000000,1,4.7464
1,10000000,1,4.7649
1,10000000,1,4.7551
1,10000000,1,4.777
1,10000000,1,4.7669
1,10000000,1,4.8227
1,10000000,1,4.8095
1,10000000,1,4.7569
1,10000000,1,4.7941
1,10000000,1,4.805
1,10000000,1,4.7849
1,10000000,1,4.8354
1,10000000,1,4.7608
1,10000000,1,4.7605
1,10000000,1,4.7587
1,10000000,1,4.7945
1,10000000,1,4.7735
1,10000000,1,4.879
1,10000000,1,4.7723
1,10000000,1,4.7553
1,10000000,1,4.7682
1,10000000,1,4.7685
1,10000000,1,4.8136
1,10000000,1,4.7811
1,10000000,1,4.7748
1,10000000,1,4.7542
1,10000000,1,4.8288
1,10000000,1,4.8269
1,10000000,1,4.7766
1,10000000,2,2.4528
1,10000000,2,2.4073
1,10000000,2,2.4038
1,10000000,2,2.4302
1,10000000,2,2.3925
1,10000000,2,2.4228
1,10000000,2,2.3964
1,10000000,2,2.4067
1,10000000,2,2.4191
1,10000000,2,2.4202
1,10000000,2,2.4
1,10000000,2,2.4043
1,10000000,2,2.4244
1,10000000,2,2.411
1,10000000,2,2.4049
1,10000000,2,2.4025
1,10000000,2,2.3992
1,10000000,2,2.4185
1,10000000,2,2.398
1,10000000,2,2.3886
1,10000000,2,2.4008
1,10000000,2,2.3982
1,10000000,2,2.4086
1,10000000,2,2.4128
1,10000000,2,2.4267
1,10000000,2,2.402
1,10000000,2,2.4142
1,10000000,2,2.4266
1,10000000,2,2.4026
1,10000000,2,2.4043
1,10000000,4,1.2604
1,10000000,4,1.2833
1,10000000,4,1.311
1,10000000,4,1.2652
1,10000000,4,1.259
1,10000000,4,1.2569
1,10000000,4,1.2595
1,10000000,4,1.2596
1,10000000,4,1.3351
1,10000000,4,1.2571
1,10000000,4,1.295
1,10000000,4,1.2716
1,10000000,4,1.2859
1,10000000,4,1.2601
1,10000000,4,1.2561
1,10000000,4,1.2849
1,10000000,4,1.2549
1,10000000,4,1.2691
1,10000000,4,1.2705
1,10000000,4,1.2826
1,10000000,4,1.2614
1,10000000,4,1.2659
1,10000000,4,1.2963
1,10000000,4,1.336
