number_if,array_size,num_thread,seconds
0,1048576,32,0.1524
0,1048576,32,0.1505
0,1048576,32,0.166
0,1048576,32,0.1502
0,1048576,32,0.1496
0,1048576,32,0.1493
0,1048576,32,0.1497
0,1048576,32,0.1482
0,1048576,32,0.1563
0,1048576,32,0.1499
0,1048576,32,0.1494
0,1048576,32,0.1496
0,1048576,32,0.1502
0,1048576,32,0.1492
0,1048576,32,0.1489
0,1048576,32,0.1537
0,1048576,32,0.1519
0,1048576,32,0.15
0,1048576,32,0.1479
0,1048576,32,0.1547
0,1048576,32,0.1482
0,1048576,64,0.1493
0,1048576,64,0.1506
0,1048576,64,0.1525
0,1048576,64,0.1514
0,1048576,64,0.1497
0,1048576,64,0.1495
0,1048576,64,0.1617
0,1048576,64,0.156
0,1048576,64,0.1519
0,1048576,64,0.1507
0,1048576,64,0.1545
0,1048576,64,0.1497
0,1048576,64,0.1536
0,1048576,64,0.1485
0,1048576,64,0.1508
0,1048576,64,0.1525
0,1048576,64,0.1498
0,1048576,64,0.1501
0,1048576,64,0.1509
0,1048576,64,0.1504
0,1048576,64,0.1511
0,1048576,64,0.1507
0,1048576,64,0.1505
0,1048576,64,0.1506
0,1048576,64,0.149
0,1048576,64,0.1493
0,1048576,64,0.1508
0,1048576,64,0.1498
0,1048576,64,0.1511
0,1048576,64,0.1499
0,1048576,128,0.1516
0,1048576,128,0.1522
0,1048576,128,0.1498
0,1048576,128,0.1515
0,1048576,128,0.1521
0,1048576,128,0.1531
0,1048576,128,0.166
0,1048576,128,0.1528
0,1048576,128,0.1504
0,1048576,128,0.152
0,1048576,128,0.1499
0,1048576,128,0.149
0,1048576,128,0.1553
0,1048576,128,0.1509
0,1048576,128,0.1561
0,1048576,128,0.1528
0,1048576,128,0.1491
0,1048576,128,0.155
0,1048576,128,0.1509
0,1048576,128,0.1519
0,1048576,128,0.1517
0,1048576,128,0.1515
0,1048576,128,0.1516
0,1048576,128,0.1532
0,1048576,128,0.1496
0,1048576,128,0.1483
0,1048576,128,0.1494
0,1048576,128,0.1522
0,1048576,128,0.1557
0,1048576,128,0.1508
0,1048576,256,0.1555
0,1048576,256,0.1538
0,1048576,256,0.1526
0,1048576,256,0.1536
0,1048576,256,0.1522
0,1048576,256,0.1573
0,1048576,256,0.1789
0,1048576,256,0.1562
0,1048576,256,0.156
0,1048576,256,0.1547
0,1048576,256,0.1525
0,1048576,256,0.1538
0,1048576,256,0.1552
0,1048576,256,0.1542
0,1048576,256,0.1538
0,1048576,256,0.1536
0,1048576,256,0.1546
0,1048576,256,0.1907
0,1048576,256,0.1581
0,1048576,256,0.1521
0,1048576,256,0.1546
0,1048576,256,0.1597
0,1048576,256,0.1536
0,1048576,256,0.1532
0,1048576,256,0.1525
0,1048576,256,0.1527
0,1048576,256,0.1547
0,1048576,256,0.155
0,1048576,256,0.154
0,1048576,256,0.1531
0,1048576,512,0.1647
0,1048576,512,0.1611
0,1048576,512,0.1647
0,1048576,512,0.1651
0,1048576,512,0.189
0,1048576,512,0.1589
0,1048576,512,0.1655
0,1048576,512,0.1636
0,1048576,512,0.1626
0,1048576,512,0.165
0,1048576,512,0.1642
0,1048576,512,0.1604
0,1048576,512,0.1643
0,1048576,512,0.1586
0,1048576,512,0.1557
0,1048576,512,0.1617
0,1048576,512,0.1598
0,1048576,512,0.1604
0,1048576,512,0.1687
0,1048576,512,0.1622
0,1048576,512,0.156
0,1048576,512,0.1564
0,1048576,512,0.1645
0,1048576,512,0.1624
0,1048576,512,0.1668
0,1048576,512,0.1588
0,1048576,512,0.1607
0,1048576,512,0.1618
0,1048576,512,0.1639
0,1048576,512,0.1572
0,1048576,1024,0.1784
0,1048576,1024,0.1945
0,1048576,1024,0.2021
0,1048576,1024,0.1847
0,1048576,1024,0.1902
0,1048576,1024,0.1947
0,1048576,1024,0.1905
0,1048576,1024,0.1855
0,1048576,1024,0.2288
0,1048576,1024,0.1936
0,1048576,1024,0.1967
0,1048576,1024,0.1889
0,1048576,1024,0.1971
0,1048576,1024,0.1939
0,1048576,1024,0.1867
0,1048576,1024,0.1943
0,1048576,1024,0.1986
0,1048576,1024,0.1857
0,1048576,1024,0.1854
0,1048576,1024,0.1824
0,1048576,1024,0.1963
0,1048576,1024,0.1924
0,1048576,1024,0.1915
0,1048576,1024,0.1897
0,1048576,1024,0.186
0,1048576,1024,0.2224
0,1048576,1024,0.2116
0,1048576,1024,0.1902
0,1048576,1024,0.1979
0,1048576,1024,0.186
0,1048576,2048,0.2659
0,1048576,2048,0.2528
0,1048576,2048,0.251
0,1048576,2048,0.2593
0,1048576,2048,0.2592
0,1048576,2048,0.2583
0,1048576,2048,0.2528
0,1048576,2048,0.3123
0,1048576,2048,0.248
0,1048576,2048,0.2558
0,1048576,2048,0.2479
0,1048576,2048,0.2539
0,1048576,2048,0.2613
0,1048576,2048,0.2528
0,1048576,2048,0.2688
0,1048576,2048,0.2636
0,1048576,2048,0.2542
0,1048576,2048,0.2505
0,1048576,2048,0.2493
0,1048576,2048,0.2446
0,1048576,2048,0.2633
0,1048576,2048,0.2543
0,1048576,2048,0.2586
0,1048576,2048,0.2625
0,1048576,2048,0.2608
0,1048576,2048,0.2528
0,1048576,2048,0.2557
0,1048576,2048,0.2687
0,1048576,2048,0.2579
0,1048576,2048,0.2567
0,1048576,8192,0.3047
0,1048576,8192,0.3102
0,1048576,8192,0.3569
0,1048576,8192,0.3227
0,1048576,8192,0.32
0,1048576,8192,0.3133
0,1048576,8192,0.3126
0,1048576,8192,0.3137
0,1048576,8192,0.3154
0,1048576,8192,0.3204
0,1048576,8192,0.3143
0,1048576,8192,0.3245
0,1048576,8192,0.3157
0,1048576,8192,0.3092
0,1048576,8192,0.3173
0,1048576,8192,0.3248
0,1048576,8192,0.3215
0,1048576,8192,0.3655
0,1048576,8192,0.3055
0,1048576,8192,0.3054
0,1048576,8192,0.312
0,1048576,8192,0.3362
0,1048576,8192,0.3489
0,1048576,8192,0.3107
0,1048576,8192,0.3191
0,1048576,8192,0.3092
0,1048576,8192,0.3203
0,1048576,8192,0.3157
0,1048576,8192,0.3337
0,1048576,8192,0.3117
0,1048576,32752,0.6735
0,1048576,32752,0.7431
0,1048576,32752,0.6754
0,1048576,32752,0.6782
0,1048576,32752,0.6819
0,1048576,32752,0.6774
0,1048576,32752,0.6779
0,1048576,32752,0.6787
0,1048576,32752,0.7217
0,1048576,32752,0.729
0,1048576,32752,0.6766
0,1048576,32752,0.6818
0,1048576,32752,0.6783
0,1048576,32752,0.6778
0,1048576,32752,0.7137
0,1048576,32752,0.7197
0,1048576,32752,0.6854
0,1048576,32752,0.6756
0,1048576,32752,0.6797
0,1048576,32752,0.6783
0,1048576,32752,0.6818
0,1048576,32752,0.6868
0,1048576,32752,0.7202
0,1048576,32752,0.6806
0,1048576,32752,0.7029
0,1048576,32752,0.6737
0,1048576,32752,0.6775
0,1048576,32752,0.6837
0,1048576,32752,0.6794
0,1048576,32752,0.7205
0,10000000,1,4.8708
0,10000000,1,4.9099
0,10000000,1,4.8979
0,10000000,1,4.9014
0,10000000,1,4.9254
0,10000000,1,4.9299
0,10000000,1,4.8741
0,10000000,1,4.896
0,10000000,1,4.9331
0,10000000,1,4.8814
0,10000000,1,4.8712
0,10000000,1,4.9014
0,10000000,1,4.8886
0,10000000,1,4.896
0,10000000,1,4.9009
0,10000000,1,4.8849
0,10000000,1,4.9111
0,10000000,1,4.8716
0,10000000,1,4.9007
0,10000000,1,4.8847
0,10000000,1,4.8578
0,10000000,1,4.89
0,10000000,1,4.8591
0,10000000,1,4.8862
0,10000000,1,4.9004
0,10000000,1,4.8821
0,10000000,1,4.9068
0,10000000,1,4.8896
0,10000000,1,4.8601
0,10000000,1,4.8814
0,10000000,2,2.5693
0,10000000,2,2.6179
0,10000000,2,2.5891
0,10000000,2,2.5962
0,10000000,2,2.5722
0,10000000,2,2.5698
0,10000000,2,2.6078
0,10000000,2,2.6072
0,10000000,2,2.5977
0,10000000,2,2.5947
0,10000000,2,2.5864
0,10000000,2,2.6128
0,10000000,2,2.6271
0,10000000,2,2.574
0,10000000,2,2.5868
0,10000000,2,2.5903
0,10000000,2,2.6421
0,10000000,2,2.5623
0,10000000,2,2.5936
0,10000000,2,2.5654
0,10000000,2,2.6216
0,10000000,2,2.6272
0,10000000,2,2.6075
0,10000000,2,2.5695
0,10000000,2,2.6147
0,10000000,2,2.6112
0,10000000,2,2.5915
0,10000000,2,2.5973
0,10000000,2,2.5885
0,10000000,2,2.5797
0,10000000,4,1.4238
0,10000000,4,1.4226
0,10000000,4,1.4524
0,10000000,4,1.4335
0,10000000,4,1.4255
0,10000000,4,1.4539
0,10000000,4,1.4594
0,10000000,4,1.4169
0,10000000,4,1.4356
0,10000000,4,1.4203
0,10000000,4,1.425
0,10000000,4,1.4782
0,10000000,4,1.417
0,10000000,4,1.4215
0,10000000,4,1.4273
0,10000000,4,1.4138
0,10000000,4,1.4791
0,10000000,4,1.4189
0,10000000,4,1.4641
0,10000000,4,1.4163
0,10000000,4,1.4229
0,10000000,4,1.4478
0,10000000,4,1.4213
0,10000000,4,1.4051
0,10000000,4,1.4508
0,10000000,4,1.4786
0,10000000,4,1.4044
0,10000000,4,1.4579
0,10000000,4,1.4246
0,10000000,4,1.4242
0,10000000,8,1.4854
0,10000000,8,1.411
0,10000000,8,1.4325
0,10000000,8,1.44
0,10000000,8,1.4226
0,10000000,8,1.4261
0,10000000,8,1.4405
0,10000000,8,1.4376
0,10000000,8,1.4252
0,10000000,8,1.4339
0,10000000,8,1.4449
0,10000000,8,1.4275
0,10000000,8,1.4043
0,10000000,8,1.4929
0,10000000,8,1.4138
0,10000000,8,1.418
0,10000000,8,1.4285
0,10000000,8,1.4236
0,10000000,8,1.4607
0,10000000,8,1.437
0,10000000,8,1.4529
0,10000000,8,1.4488
0,10000000,8,1.4629
0,10000000,8,1.5058
0,10000000,8,1.4222
0,10000000,8,1.422
0,10000000,8,1.4366
0,10000000,8,1.4573
0,10000000,8,1.4149
0,10000000,8,1.4514
0,10000000,16,1.4268
0,10000000,16,1.4006
0,10000000,16,1.4964
0,10000000,16,1.4284
0,10000000,16,1.4063
0,10000000,16,1.4127
0,10000000,16,1.4041
0,10000000,16,1.4194
0,10000000,16,1.4335
0,10000000,16,1.4328
0,10000000,16,1.4531
0,10000000,16,1.4163
0,10000000,16,1.4487
0,10000000,16,1.4202
0,10000000,16,1.4313
0,10000000,16,1.446
0,10000000,16,1.4371
0,10000000,16,1.4124
0,10000000,16,1.4208
0,10000000,16,1.4047
0,10000000,16,1.4017
0,10000000,16,1.4573
0,10000000,16,1.4249
0,10000000,16,1.4248
0,10000000,16,1.4687
0,10000000,16,1.4096
0,10000000,16,1.4226
0,10000000,16,1.4362
0,10000000,16,1.4161
0,10000000,16,1.4385
0,10000000,32,1.4152
0,10000000,32,1.4685
0,10000000,32,1.4151
0,10000000,32,1.4017
0,10000000,32,1.4263
0,10000000,32,1.4201
0,10000000,32,1.4221
0,10000000,32,1.4609
0,10000000,32,1.4236
0,10000000,32,1.5013
0,10000000,32,1.4449
0,10000000,32,1.4391
0,10000000,32,1.4195
0,10000000,32,1.413
0,10000000,32,1.3996
0,10000000,32,1.4325
0,10000000,32,1.429
0,10000000,32,1.4465
0,10000000,32,1.4169
0,10000000,32,1.407
0,10000000,32,1.4321
0,10000000,32,1.4176
0,10000000,32,1.4242
0,10000000,32,1.4376
0,10000000,32,1.4588
0,10000000,32,1.4281
0,10000000,32,1.4279
0,10000000,32,1.4124
0,10000000,32,1.4885
0,10000000,32,1.4486
0,10000000,64,1.4011
0,10000000,64,1.426
0,10000000,64,1.438
0,10000000,64,1.4237
0,10000000,64,1.4464
0,10000000,64,1.4375
0,10000000,64,1.4468
0,10000000,64,1.4228
0,10000000,64,1.4944
0,10000000,64,1.4256
0,10000000,64,1.4036
0,10000000,64,1.4002
0,10000000,64,1.4185
0,10000000,64,1.4098
0,10000000,64,1.4188
0,10000000,64,1.433
0,10000000,64,1.4127
0,10000000,64,1.4447
0,10000000,64,1.425
0,10000000,64,1.4124
0,10000000,64,1.4311
0,10000000,64,1.4175
0,10000000,64,1.459
0,10000000,64,1.4156
0,10000000,64,1.4199
0,10000000,64,1.4633
0,10000000,64,1.443
0,10000000,64,1.3955
0,10000000,64,1.4276
0,10000000,64,1.4327
0,10000000,128,1.4283
0,10000000,128,1.444
0,10000000,128,1.4071
0,10000000,128,1.4561
0,10000000,128,1.4254
0,10000000,128,1.4954
0,10000000,128,1.423
0,10000000,128,1.3894
0,10000000,128,1.429
0,10000000,128,1.4275
0,10000000,128,1.4052
0,10000000,128,1.4464
0,10000000,128,1.4298
0,10000000,128,1.4319
0,10000000,128,1.4348
0,10000000,128,1.4616
0,10000000,128,1.4043
0,10000000,128,1.4332
0,10000000,128,1.4209
0,10000000,128,1.4078
0,10000000,128,1.4353
0,10000000,128,1.4514
0,10000000,128,1.403
0,10000000,128,1.4055
0,10000000,128,1.4716
0,10000000,128,1.4195
0,10000000,128,1.4043
0,10000000,128,1.4301
0,10000000,128,1.4305
0,10000000,128,1.4271
0,10000000,256,1.4481
0,10000000,256,1.4337
0,10000000,256,1.4477
0,10000000,256,1.4458
0,10000000,256,1.4411
0,10000000,256,1.4158
0,10000000,256,1.4319
0,10000000,256,1.4283
0,10000000,256,1.4325
0,10000000,256,1.4473
0,10000000,256,1.4131
0,10000000,256,1.4104
0,10000000,256,1.464
0,10000000,256,1.4408
0,10000000,256,1.4258
0,10000000,256,1.4211
0,10000000,256,1.4273
